OBJECTID,TICKET_NUMBER,ISSUE_DATE,ISSUE_TIME,ISSUING_AGENCY_CODE,ISSUING_AGENCY_NAME,ISSUING_AGENCY_SHORT,VIOLATION_CODE,VIOLATION_PROC_DESC,LOCATION,PLATE_STATE,VEHICLE_TYPE,MULTI_OWNER_NUMBER,DISPOSITION_CODE,DISPOSITION_TYPE,DISPOSITION_DESC,DISPOSITION_DATE,FINE_AMOUNT,TOTAL_PAID,PENALTY_1,PENALTY_2,PENALTY_3,PENALTY_4,PENALTY_5,XCOORD,YCOORD,LATITUDE,LONGITUDE,MAR_ID,GIS_LAST_MOD_DTTM
81446210,291745860,2023/02/19 05:00:00+00,101,2,METROPOLITAN POLICE DPT-DISTRICT 2,MPD-2D,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,1101 17TH ST NW, ,,0,0,Other,,,250,0,0,0,0,0,0,396692.75,137355.36,38.904,-77.038,278813,2023/03/05 15:02:50+00
81446211,291745871,2023/02/19 05:00:00+00,103,2,METROPOLITAN POLICE DPT-DISTRICT 2,MPD-2D,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,1101 17TH ST NW, ,,0,0,Other,,,250,0,0,0,0,0,0,396692.75,137355.36,38.904,-77.038,278813,2023/03/05 15:02:50+00
81446214,291746431,2023/02/12 05:00:00+00,2206,2,METROPOLITAN POLICE DPT-DISTRICT 2,MPD-2D,P385,"STOPPING, STANDING OR PARKING VEHICLE IN BIKE LANE",1130 17TH STREET NW, ,,0,0,Other,,,150,0,0,0,0,0,0,396635.44,137456.52,38.905,-77.039,241788,2023/03/05 15:02:50+00
81446215,291746744,2023/02/14 05:00:00+00,1638,2,METROPOLITAN POLICE DPT-DISTRICT 2,MPD-2D,P001,PARK ABREAST OF ANOTHER VEHICLE,3200 M ST NW, ,,0,0,Other,,,50,0,0,0,0,0,0,394533.49,137463.82,38.905,-77.063,271896,2023/03/05 15:02:50+00
81446216,291746755,2023/02/14 05:00:00+00,1643,2,METROPOLITAN POLICE DPT-DISTRICT 2,MPD-2D,P259,NO STOPPING OR STANDING IN PM RUSH HOUR ZONE,3200 M ST NW, ,,0,0,Other,,,100,0,0,0,0,0,0,394533.49,137463.82,38.905,-77.063,271896,2023/03/05 15:02:50+00
81446217,291746766,2023/02/14 05:00:00+00,1649,2,METROPOLITAN POLICE DPT-DISTRICT 2,MPD-2D,P001,PARK ABREAST OF ANOTHER VEHICLE,3200 M ST NW, ,,0,0,Other,,,50,0,0,0,0,0,0,394533.49,137463.82,38.905,-77.063,271896,2023/03/05 15:02:50+00
81446218,291746770,2023/02/14 05:00:00+00,1650,2,METROPOLITAN POLICE DPT-DISTRICT 2,MPD-2D,P259,NO STOPPING OR STANDING IN PM RUSH HOUR ZONE,3200 M ST NW, ,,0,0,Other,,,100,0,0,0,0,0,0,394533.49,137463.82,38.905,-77.063,271896,2023/03/05 15:02:50+00
81446219,291746781,2023/02/14 05:00:00+00,1654,2,METROPOLITAN POLICE DPT-DISTRICT 2,MPD-2D,P020,PARK WITHIN 10 FEET OF A FIRE HYDRANT,3200 M ST NW, ,,0,0,Other,,,50,0,0,0,0,0,0,394533.49,137463.82,38.905,-77.063,271896,2023/03/05 15:02:50+00
81446223,291748774,2023/02/04 05:00:00+00,51,2,METROPOLITAN POLICE DPT-DISTRICT 2,MPD-2D,P036,PARK IN OFFICIAL PARKING PERMIT ONLY SPACE,4201 MASSACHUSETTS AVE NW, ,,0,0,Other,,,25,25,0,0,0,0,0,392901.75,140886.78,38.936,-77.082,294461,2023/03/05 15:02:50+00
81446224,291748785,2023/02/04 05:00:00+00,115,2,METROPOLITAN POLICE DPT-DISTRICT 2,MPD-2D,P036,PARK IN OFFICIAL PARKING PERMIT ONLY SPACE,4201 MASSACHUSETTS AVE NW, ,,0,0,Other,,,25,25,0,0,0,0,0,392901.75,140886.78,38.936,-77.082,294461,2023/03/05 15:02:50+00
81446225,291748796,2023/02/04 05:00:00+00,429,2,METROPOLITAN POLICE DPT-DISTRICT 2,MPD-2D,P322,PARK OVERTIME IN TIMED ZONE,4206 CATHEDRAL AVE NW, ,,0,0,Other,,,25,25,0,0,0,0,0,392960.84,140270.41,38.93,-77.081,813057,2023/03/05 15:02:50+00
81446227,291750034,2023/02/07 05:00:00+00,1554,4,METROPOLITAN POLICE DPT-DISTRICT 4,MPD-4D,P001,PARK ABREAST OF ANOTHER VEHICLE,6100 GEORGIA AVE NW, ,,0,0,Other,,,25,0,0,0,0,0,0,397555.52,144028.73,38.964,-77.028,253200,2023/03/05 15:02:50+00
81446228,291756124,2023/02/19 05:00:00+00,2116,2,METROPOLITAN POLICE DPT-DISTRICT 2,MPD-2D,P020,PARK WITHIN 10 FEET OF A FIRE HYDRANT,1800 CORCORAN ST NW, ,,0,0,Other,,,50,0,0,0,0,0,0,396309.53,138223.61,38.912,-77.043,809548,2023/03/05 15:02:50+00
81446229,291756172,2023/02/19 05:00:00+00,2120,2,METROPOLITAN POLICE DPT-DISTRICT 2,MPD-2D,P055,NO PARKING ANYTIME,1621 19 ST NW, ,,0,0,Other,,,30,0,0,0,0,0,0,396258.72,138215.19,38.912,-77.043,241231,2023/03/05 15:02:50+00
81446230,291757432,2023/02/21 05:00:00+00,1415,2,METROPOLITAN POLICE DPT-DISTRICT 2,MPD-2D,P385,"STOPPING, STANDING OR PARKING VEHICLE IN BIKE LANE",1100 B/O 15TH STREET NW, ,,0,0,Other,,,150,0,0,0,0,0,0,397001.24,137426.67,38.905,-77.035,806141,2023/03/05 15:02:50+00
81446231,291757443,2023/02/22 05:00:00+00,1420,2,METROPOLITAN POLICE DPT-DISTRICT 2,MPD-2D,P385,"STOPPING, STANDING OR PARKING VEHICLE IN BIKE LANE",1300 B/O 14TH STREET NW, ,,0,0,Other,,,150,0,0,0,0,0,0,397228.83,137798.13,38.908,-77.032,802156,2023/03/05 15:02:50+00
81446233,291758773,2023/02/01 05:00:00+00,16,2,METROPOLITAN POLICE DPT-DISTRICT 2,MPD-2D,P012,DISOBEYING OFFICIAL SIGN,1200 18TH ST NW, ,,0,0,Other,,,30,0,0,0,0,0,0,396352.33,137565.76,38.906,-77.042,241292,2023/03/05 15:02:50+00
81446234,291758784,2023/02/01 05:00:00+00,130,2,METROPOLITAN POLICE DPT-DISTRICT 2,MPD-2D,P010,OBSTRUCTING CROSSWALK,1200 18TH ST NW, ,,0,0,Other,,,50,0,0,0,0,0,0,396352.33,137565.76,38.906,-77.042,241292,2023/03/05 15:02:50+00
81446235,291759263,2023/02/19 05:00:00+00,700,2,METROPOLITAN POLICE DPT-DISTRICT 2,MPD-2D,P036,PARK IN OFFICIAL PARKING PERMIT ONLY SPACE,1913 MASS AVE NW, ,,0,0,Other,,,25,0,0,0,0,0,0,396163.12,138046.66,38.91,-77.044,300942,2023/03/05 15:02:50+00
81446236,291759274,2023/02/19 05:00:00+00,700,2,METROPOLITAN POLICE DPT-DISTRICT 2,MPD-2D,P036,PARK IN OFFICIAL PARKING PERMIT ONLY SPACE,1913 MASS AVE NW, ,,0,0,Other,,,25,0,0,0,0,0,0,396163.12,138046.66,38.91,-77.044,300942,2023/03/05 15:02:50+00
81446237,291759285,2023/02/19 05:00:00+00,1220,2,METROPOLITAN POLICE DPT-DISTRICT 2,MPD-2D,P055,NO PARKING ANYTIME,725 23RD ST NW, ,,0,0,Other,,,30,0,0,0,0,0,0,395690.58,136789.39,38.899,-77.05,299511,2023/03/05 15:02:50+00
81446238,291759871,2023/02/11 05:00:00+00,1926,2,METROPOLITAN POLICE DPT-DISTRICT 2,MPD-2D,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,2122 MASSACHUSETTS AVE NW, ,,0,0,Other,,,250,0,0,0,0,0,0,395808.68,138099.86,38.911,-77.048,225943,2023/03/05 15:02:50+00
81446239,291760232,2023/02/04 05:00:00+00,1950,2,METROPOLITAN POLICE DPT-DISTRICT 2,MPD-2D,P077,MOTOR RUNNING UNATTENDED,3267 M ST NW, ,,0,0,Other,,,50,50,0,0,0,0,0,394449.15,137479.06,38.905,-77.064,808963,2023/03/05 15:02:50+00
81446240,291760276,2023/02/23 05:00:00+00,2015,2,METROPOLITAN POLICE DPT-DISTRICT 2,MPD-2D,NO VIOL,,1834 WISCONSIN AVE  NW,DC,,0,0,Other,,,0,0,0,0,0,0,0,394119.81,138630.84,38.916,-77.068,279429,2023/03/05 15:02:50+00
81446241,291765213,2023/02/18 05:00:00+00,35,2,METROPOLITAN POLICE DPT-DISTRICT 2,MPD-2D,P036,PARK IN OFFICIAL PARKING PERMIT ONLY SPACE,4201 MASS AVE NW, ,,0,0,Other,,,25,0,0,0,0,0,0,392901.75,140886.78,38.936,-77.082,294461,2023/03/05 15:02:50+00
81446242,291765224,2023/02/18 05:00:00+00,35,2,METROPOLITAN POLICE DPT-DISTRICT 2,MPD-2D,P036,PARK IN OFFICIAL PARKING PERMIT ONLY SPACE,4201 MASS AVE NW, ,,0,0,Other,,,25,0,0,0,0,0,0,392901.75,140886.78,38.936,-77.082,294461,2023/03/05 15:02:50+00
81446243,291765235,2023/02/18 05:00:00+00,35,2,METROPOLITAN POLICE DPT-DISTRICT 2,MPD-2D,P036,PARK IN OFFICIAL PARKING PERMIT ONLY SPACE,4201 MASS AVE NW, ,,0,0,Other,,,25,0,0,0,0,0,0,392901.75,140886.78,38.936,-77.082,294461,2023/03/05 15:02:50+00
81446244,291765246,2023/02/18 05:00:00+00,35,2,METROPOLITAN POLICE DPT-DISTRICT 2,MPD-2D,P056,NO PARKING 7 AM TO 6:30 PM,4201 MASSACHUSETTS AVE NW, ,,0,0,Other,,,25,25,0,0,0,0,0,392901.75,140886.78,38.936,-77.082,294461,2023/03/05 15:02:50+00
81446245,291765250,2023/02/19 05:00:00+00,100,2,METROPOLITAN POLICE DPT-DISTRICT 2,MPD-2D,P036,PARK IN OFFICIAL PARKING PERMIT ONLY SPACE,4201 MASSACHUSETTS AVE NW, ,,0,0,Other,,,25,0,0,0,0,0,0,392901.75,140886.78,38.936,-77.082,294461,2023/03/05 15:02:50+00
81446247,291765272,2023/02/19 05:00:00+00,107,2,METROPOLITAN POLICE DPT-DISTRICT 2,MPD-2D,P036,PARK IN OFFICIAL PARKING PERMIT ONLY SPACE,4201 MASSACHUSETTS AVE NW, ,,0,0,Other,,,25,0,0,0,0,0,0,392901.75,140886.78,38.936,-77.082,294461,2023/03/05 15:02:50+00
81446248,291766646,2023/02/19 05:00:00+00,1526,2,METROPOLITAN POLICE DPT-DISTRICT 2,MPD-2D,P031,UNAUTHORIZED VEHICLE IN LOADING ZONE,500 13TH ST NW, ,,0,0,Other,,,100,0,0,0,0,0,0,397429.97,136542.97,38.897,-77.03,812614,2023/03/05 15:02:50+00
81446249,291766650,2023/02/19 05:00:00+00,1532,2,METROPOLITAN POLICE DPT-DISTRICT 2,MPD-2D,P031,UNAUTHORIZED VEHICLE IN LOADING ZONE,500 13TH ST NW, ,,0,0,Other,,,100,0,0,0,0,0,0,397429.97,136542.97,38.897,-77.03,812614,2023/03/05 15:02:50+00
81446250,291766661,2023/02/19 05:00:00+00,1539,2,METROPOLITAN POLICE DPT-DISTRICT 2,MPD-2D,P031,UNAUTHORIZED VEHICLE IN LOADING ZONE,500 12TH ST NW, ,,0,0,Other,,,100,0,0,0,0,0,0,397548.16,136496.9,38.896,-77.028,302118,2023/03/05 15:02:50+00
81446251,291766672,2023/02/19 05:00:00+00,1620,2,METROPOLITAN POLICE DPT-DISTRICT 2,MPD-2D,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,1415 RHODE ISLAND AVE NW, ,,0,0,Other,,,250,0,0,0,0,0,0,397165.68,137893.18,38.909,-77.033,240225,2023/03/05 15:02:50+00
81446252,291766683,2023/02/24 05:00:00+00,2252,2,METROPOLITAN POLICE DPT-DISTRICT 2,MPD-2D,P020,PARK WITHIN 10 FEET OF A FIRE HYDRANT,2000 L ST NW, ,,0,0,Other,,,50,0,0,0,0,0,0,396028.64,137284.56,38.903,-77.046,243349,2023/03/05 15:02:50+00
81446300,292354134,2023/02/01 05:00:00+00,2238,60,CRIMINAL INVESTIGATION DIVISION,MPD-CID,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,2675 DOUGLAS RD SE, ,,0,0,Other,,,250,0,0,0,0,0,0,400790.06,132142.2,38.857,-76.991,298565,2023/03/05 15:02:50+00
81446301,292354156,2023/02/01 05:00:00+00,2252,60,CRIMINAL INVESTIGATION DIVISION,MPD-CID,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,2657 STANTON RD SE, ,,0,0,Other,,,250,0,0,0,0,0,0,400822.53,132250.57,38.858,-76.991,287168,2023/03/05 15:02:50+00
81446302,292354182,2023/02/02 05:00:00+00,1611,60,CRIMINAL INVESTIGATION DIVISION,MPD-CID,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,2673 DOUGLAS RD SE, ,,0,0,Other,,,250,0,0,0,0,0,0,400813.25,132137.14,38.857,-76.991,298564,2023/03/05 15:02:50+00
81446303,292354193,2023/02/02 05:00:00+00,2316,60,CRIMINAL INVESTIGATION DIVISION,MPD-CID,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,2629 STANTON RD SE, ,,0,0,Other,,,250,0,0,0,0,0,0,400897.66,132277.87,38.858,-76.99,287156,2023/03/05 15:02:50+00
81446304,292354204,2023/02/02 05:00:00+00,2312,60,CRIMINAL INVESTIGATION DIVISION,MPD-CID,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,2641 STANTON RD SE, ,,0,0,Other,,,250,0,0,0,0,0,0,400966.18,132256.2,38.858,-76.989,287160,2023/03/05 15:02:50+00
81446305,292354215,2023/02/02 05:00:00+00,2328,60,CRIMINAL INVESTIGATION DIVISION,MPD-CID,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,2661 STANTON RD SE, ,,0,0,Other,,,250,0,0,0,0,0,0,400774.03,132270.82,38.858,-76.991,287169,2023/03/05 15:02:50+00
81446306,292354226,2023/02/11 05:00:00+00,1019,60,CRIMINAL INVESTIGATION DIVISION,MPD-CID,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,2629 STANTON RD SE, ,,0,0,Other,,,250,0,0,0,0,0,0,400897.66,132277.87,38.858,-76.99,287156,2023/03/05 15:02:50+00
81446307,292354230,2023/02/11 05:00:00+00,1020,60,CRIMINAL INVESTIGATION DIVISION,MPD-CID,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,2657 STANTON RD, ,,0,0,Other,,,250,0,0,0,0,0,0,400822.53,132250.57,38.858,-76.991,287168,2023/03/05 15:02:50+00
81446308,292354241,2023/02/11 05:00:00+00,1026,60,CRIMINAL INVESTIGATION DIVISION,MPD-CID,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,2657 STANTON RD SE, ,,0,0,Other,,,250,0,0,0,0,0,0,400822.53,132250.57,38.858,-76.991,287168,2023/03/05 15:02:50+00
81446309,292354252,2023/02/01 05:00:00+00,1631,60,CRIMINAL INVESTIGATION DIVISION,MPD-CID,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,2653 DOUGLAS RD SE, ,,0,0,Other,,,250,0,0,0,0,0,0,400906.4,132212.69,38.858,-76.99,287167,2023/03/05 15:02:50+00
81446310,292354274,2023/02/11 05:00:00+00,1022,60,CRIMINAL INVESTIGATION DIVISION,MPD-CID,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,2661 STANTON RD SE, ,,0,0,Other,,,250,0,0,0,0,0,0,400774.03,132270.82,38.858,-76.991,287169,2023/03/05 15:02:50+00
81446311,292354322,2023/02/11 05:00:00+00,1042,60,CRIMINAL INVESTIGATION DIVISION,MPD-CID,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,2629 STANTON RD SE, ,,0,134,Dismissed,DISM MAKE MISMATCH,2023/02/27 05:00:00+00,250,0,0,0,0,0,0,400897.66,132277.87,38.858,-76.99,287156,2023/03/05 15:02:50+00
81446314,292367036,2023/02/16 05:00:00+00,2000,7,METROPOLITAN POLICE DPT-DISTRICT 7,MPD-7D,P001,PARK ABREAST OF ANOTHER VEHICLE,1318 14TH ST NW, ,,0,0,Other,,,50,0,0,0,0,0,0,397192.1,137780.84,38.908,-77.032,240236,2023/03/05 15:02:50+00
81446315,292367040,2023/02/16 05:00:00+00,2110,7,METROPOLITAN POLICE DPT-DISTRICT 7,MPD-7D,P077,MOTOR RUNNING UNATTENDED,1501 14TH ST NW, ,,0,0,Other,,,50,50,0,0,0,0,0,397254.04,138019.34,38.91,-77.032,225563,2023/03/05 15:02:50+00
81446316,292367051,2023/02/20 05:00:00+00,1850,3,METROPOLITAN POLICE DPT-DISTRICT 3,MPD-3D,P002,STAND OR PARK IN ALLEY,1328 14TH ST NW, ,,0,0,Other,,,30,0,0,0,0,0,0,397195.5,137825.85,38.908,-77.032,279073,2023/03/05 15:02:50+00
81446317,292368215,2023/02/12 05:00:00+00,1540,7,METROPOLITAN POLICE DPT-DISTRICT 7,MPD-7D,P059,PARK IN A FIRE LANE,2421 JAMES BANKS RD SE, ,,0,0,Other,,,50,0,0,0,0,0,0,401244.82,131986.09,38.856,-76.986,317277,2023/03/05 15:02:50+00
81446318,292368226,2023/02/12 05:00:00+00,1550,7,METROPOLITAN POLICE DPT-DISTRICT 7,MPD-7D,P055,NO PARKING ANYTIME,2421 JAMES BANKS RD SE, ,,0,0,Other,,,30,0,0,0,0,0,0,401244.82,131986.09,38.856,-76.986,317277,2023/03/05 15:02:50+00
81446320,292371225,2023/02/02 05:00:00+00,1055,7,METROPOLITAN POLICE DPT-DISTRICT 7,MPD-7D,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,861 21ST ST NE, ,,0,0,Other,,,250,0,0,0,0,0,0,402322.16,137159.82,38.902,-76.973,151176,2023/03/05 15:02:50+00
81446321,292371236,2023/02/02 05:00:00+00,1109,7,METROPOLITAN POLICE DPT-DISTRICT 7,MPD-7D,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,2112 MARYLAND AVE NE, ,,0,0,Other,,,250,0,0,0,0,0,0,402395.52,137465.78,38.905,-76.972,149188,2023/03/05 15:02:50+00
81446322,292371240,2023/02/02 05:00:00+00,1112,7,METROPOLITAN POLICE DPT-DISTRICT 7,MPD-7D,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,2112 MARYLAND AVE NE, ,,0,0,Other,,,250,0,0,0,0,0,0,402395.52,137465.78,38.905,-76.972,149188,2023/03/05 15:02:50+00
81446323,292372286,2023/02/08 05:00:00+00,2138,7,METROPOLITAN POLICE DPT-DISTRICT 7,MPD-7D,P303,RESERVED RESIDENTIAL SPACE PERSONS W/ DISABILTIES,2306 HARTFORD ST SE, ,,0,0,Other,,,250,0,0,0,0,0,0,402405.75,131914.33,38.855,-76.972,286806,2023/03/05 15:02:50+00
81446324,292373034,2023/02/04 05:00:00+00,1400,7,METROPOLITAN POLICE DPT-DISTRICT 7,MPD-7D,P168,NO FRONT TAGS.,3462 24TH ST SE, ,,0,0,Other,,,50,0,0,0,0,0,0,402555.18,130922.6,38.846,-76.971,34219,2023/03/05 15:02:50+00
81446326,292379942,2023/02/07 05:00:00+00,2338,7,METROPOLITAN POLICE DPT-DISTRICT 7,MPD-7D,P055,NO PARKING ANYTIME,1232 SOUTHERN AVE SE, ,,0,0,Other,,,30,0,0,0,0,0,0,401094.11,129723.14,38.835,-76.987,289852,2023/03/05 15:02:50+00
81446334,292386076,2023/02/08 05:00:00+00,1620,7,METROPOLITAN POLICE DPT-DISTRICT 7,MPD-7D,P036,PARK IN OFFICIAL PARKING PERMIT ONLY SPACE,1510 BUTLER ST SE, ,,0,0,Other,,,25,0,0,0,0,0,0,401382.49,132636.83,38.862,-76.984,286283,2023/03/05 15:02:50+00
81446335,292386091,2023/02/08 05:00:00+00,1625,7,METROPOLITAN POLICE DPT-DISTRICT 7,MPD-7D,P036,PARK IN OFFICIAL PARKING PERMIT ONLY SPACE,1558 BUTLER ST SE, ,,0,0,Other,,,25,0,0,0,0,0,0,401424.26,132632.49,38.862,-76.984,290082,2023/03/05 15:02:50+00
81446336,292495486,2023/02/02 05:00:00+00,358,7,METROPOLITAN POLICE DPT-DISTRICT 7,MPD-7D,P332,ABANDON VEHICLE ON PUBLIC/PRIVATE PROPERTY VIOL 1,4013 MARTIN LUTHER KING JR AVE SW, ,,0,0,Other,,,250,0,0,0,0,0,0,399072.48,129278.94,38.831,-77.011,28043,2023/03/05 15:02:50+00
81446337,292495523,2023/02/08 05:00:00+00,523,7,METROPOLITAN POLICE DPT-DISTRICT 7,MPD-7D,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,800 SOUTHERN AVE SE, ,,0,0,Other,,,250,0,0,0,0,0,0,400467.3,128840.97,38.827,-76.995,79579,2023/03/05 15:02:50+00
81446338,292495534,2023/02/08 05:00:00+00,532,7,METROPOLITAN POLICE DPT-DISTRICT 7,MPD-7D,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,800 SOUTHERN AVE SE, ,,0,0,Other,,,250,0,0,0,0,0,0,400467.3,128840.97,38.827,-76.995,79579,2023/03/05 15:02:50+00
81446339,292495545,2023/02/08 05:00:00+00,535,7,METROPOLITAN POLICE DPT-DISTRICT 7,MPD-7D,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,800 SOUTHERN AVE SE, ,,0,0,Other,,,250,0,0,0,0,0,0,400467.3,128840.97,38.827,-76.995,79579,2023/03/05 15:02:50+00
81446340,292500213,2023/02/12 05:00:00+00,554,60,CRIMINAL INVESTIGATION DIVISION,MPD-CID,P059,PARK IN A FIRE LANE,2649 STANTON RD SE, ,,0,0,Other,,,50,0,0,0,0,0,0,400863.07,132294.63,38.858,-76.99,809221,2023/03/05 15:02:50+00
81446342,292661946,2023/02/03 05:00:00+00,1055,6,METROPOLITAN POLICE DPT-DISTRICT 6,MPD-6D,P012,DISOBEYING OFFICIAL SIGN,35 PARKER ROW SW, ,,12107000,0,Other,,,30,0,0,0,0,0,0,398123.05,134381.3,38.877,-77.022,331860,2023/03/05 15:02:50+00
81446343,292661950,2023/02/03 05:00:00+00,1058,6,METROPOLITAN POLICE DPT-DISTRICT 6,MPD-6D,P012,DISOBEYING OFFICIAL SIGN,35 PARKER ROW SW, ,,0,0,Other,,,30,30,0,0,0,0,0,398123.05,134381.3,38.877,-77.022,331860,2023/03/05 15:02:50+00
81446344,292661983,2023/02/03 05:00:00+00,1128,6,METROPOLITAN POLICE DPT-DISTRICT 6,MPD-6D,P055,NO PARKING ANYTIME,20 RILEY ST SW, ,,0,0,Other,,,30,30,0,0,0,0,0,398079.37,134412.88,38.878,-77.022,331859,2023/03/05 15:02:50+00
81446345,292662005,2023/02/03 05:00:00+00,1214,6,METROPOLITAN POLICE DPT-DISTRICT 6,MPD-6D,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,35 PARKER ROW SW, ,,0,0,Other,,,250,0,0,0,0,0,0,398123.05,134381.3,38.877,-77.022,331860,2023/03/05 15:02:50+00
81446346,292664455,2023/02/12 05:00:00+00,2017,6,METROPOLITAN POLICE DPT-DISTRICT 6,MPD-6D,P434,UNAUTHORIZED  USE IND. W/ DISABILITIES PARK PRIV,1234 KENILWORTH AVE NE, ,,0,0,Other,,,20,0,0,0,0,0,0,405215.18,137652.06,38.907,-76.94,297542,2023/03/05 15:02:50+00
81446349,292673415,2023/02/25 05:00:00+00,1715,6,METROPOLITAN POLICE DPT-DISTRICT 6,MPD-6D,P001,PARK ABREAST OF ANOTHER VEHICLE,1700 19TH ST SE, ,,0,0,Other,,,50,0,0,0,0,0,0,401965.261,133483.002,38.869,-76.977,803844,2023/03/05 15:02:50+00
81446352,292789420,2023/02/13 05:00:00+00,1529,6,METROPOLITAN POLICE DPT-DISTRICT 6,MPD-6D,P386,RELOCATE TOW FEE,1606 25TH ST SE, ,,0,0,Other,,,100,0,0,0,0,0,0,402546.51,133587.36,38.87,-76.971,60329,2023/03/05 15:02:50+00
81446353,292789442,2023/02/13 05:00:00+00,2119,6,METROPOLITAN POLICE DPT-DISTRICT 6,MPD-6D,P002,STAND OR PARK IN ALLEY,1512 19TH ST SE, ,,0,0,Other,,,30,0,0,0,0,0,0,401987.92,133751.89,38.872,-76.977,61969,2023/03/05 15:02:50+00
81446354,292789453,2023/02/13 05:00:00+00,1800,6,METROPOLITAN POLICE DPT-DISTRICT 6,MPD-6D,P270,NO STOPPING OR STANDING ANYTIME,2800 NAYLOR RD SE, ,,0,0,Other,,,50,0,0,0,0,0,0,402904.955,132006.728,38.856,-76.967,812019,2023/03/05 15:02:50+00
81446355,292797433,2023/02/19 05:00:00+00,1444,6,METROPOLITAN POLICE DPT-DISTRICT 6,MPD-6D,P055,NO PARKING ANYTIME,2724 GOOD HOPE RD SE, ,,0,0,Other,,,30,0,0,0,0,0,0,402804.65,132509.79,38.86,-76.968,313186,2023/03/05 15:02:50+00
81446356,292798166,2023/02/19 05:00:00+00,515,6,METROPOLITAN POLICE DPT-DISTRICT 6,MPD-6D,P020,PARK WITHIN 10 FEET OF A FIRE HYDRANT,4950 FITCH PL NE, ,,0,0,Other,,,50,0,0,0,0,0,0,406070.05,136508.82,38.896,-76.93,308015,2023/03/05 15:02:50+00
81446357,292803626,2023/02/14 05:00:00+00,1000,6,METROPOLITAN POLICE DPT-DISTRICT 6,MPD-6D,P170,FAILURE TO DISPLAY CURRENT TAGS,5332 D ST SE, ,,0,0,Other,,,100,0,0,0,0,0,0,406495.6,135059.72,38.883,-76.925,334565,2023/03/05 15:02:50+00
81446358,292803630,2023/02/14 05:00:00+00,1000,6,METROPOLITAN POLICE DPT-DISTRICT 6,MPD-6D,P013,PARK WITHIN 5 FEET OF DRIVEWAY OR ALLEY,5332 D ST SE, ,,0,0,Other,,,20,0,0,0,0,0,0,406495.6,135059.72,38.883,-76.925,334565,2023/03/05 15:02:50+00
81446359,292803652,2023/02/16 05:00:00+00,1135,6,METROPOLITAN POLICE DPT-DISTRICT 6,MPD-6D,P054,PARKED ON DESIGNATED VENDOR AREA,801 HR DR SE, ,,0,0,Other,,,20,0,0,0,0,0,0,400579.55,129150.47,38.83,-76.993,278601,2023/03/05 15:02:50+00
81446360,292803674,2023/02/16 05:00:00+00,1140,6,METROPOLITAN POLICE DPT-DISTRICT 6,MPD-6D,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,801 HR DR SE, ,,0,0,Other,,,250,0,0,0,0,0,0,400579.55,129150.47,38.83,-76.993,278601,2023/03/05 15:02:50+00
81446361,292803685,2023/02/16 05:00:00+00,1140,6,METROPOLITAN POLICE DPT-DISTRICT 6,MPD-6D,P059,PARK IN A FIRE LANE,847 HR DR SE, ,,0,0,Other,,,50,0,0,0,0,0,0,400717.05,129098.7,38.83,-76.992,278679,2023/03/05 15:02:50+00
81446362,292803696,2023/02/16 05:00:00+00,1140,6,METROPOLITAN POLICE DPT-DISTRICT 6,MPD-6D,P057,NO PARKING SPECIFIC HOURS,801 HR DR SE, ,,0,0,Other,,,30,0,0,0,0,0,0,400579.55,129150.47,38.83,-76.993,278601,2023/03/05 15:02:50+00
